,EVEPos,ID,contig,family,piEVEPos,piEVEreads,piPos,piReads,piTotal,species,piReadsPerPos,piEVEProp,EVEpiCover,piPerTESite,piPerSite,propGenome,enrichGenome
0,1536,gi|700075151|_glycoprotein_[Grass_carp_rhabdovirus_V76]_000015F_2248650_2247268,000015F,Rhabdoviridae,154,861,126482,126482,8048015,Grass carp rhabdovirus V76,0.560546875,0.00010698290199508823,0.10026041666666667,0.008686733956132571,0.004668350691764667,8.909758073948083e-07,120.07385734513223
0,3015,gi|229904920|_polyprotein_precursor_[Quang_Binh_virus]_000015F_2254571_2253918,000015F,Flaviviridae,233,2622,126482,126482,8048015,Quang Binh virus,0.8696517412935323,0.000325794621406645,0.07728026533996683,0.008686733956132571,0.004668350691764667,1.748888059437075e-06,186.286720667251
0,1593,gi|700075151|_glycoprotein_[Grass_carp_rhabdovirus_V76]_000015F_2259198_2257816,000015F,Rhabdoviridae,54,177,126482,126482,8048015,Grass carp rhabdovirus V76,0.1111111111111111,2.1993000758572144e-05,0.03389830508474576,0.008686733956132571,0.004668350691764667,9.240393627473501e-07,23.80093494413771
0,1962,gi|752455543|_glycoprotein_[Wuhan_Mosquito_Virus_8]_000015F_2304000_2302153,000015F,Chuviridae,338,3298,126482,126482,8048015,Wuhan Mosquito Virus 8,1.6809378185524975,0.00040979048871057027,0.17227319062181448,0.008686733956132571,0.004668350691764667,1.1380823789769623e-06,360.0710249805787
0,717,gi|752455733|_ORF3_[Wuhan_Mosquito_Virus_9]_000015F_2358408_2357692,000015F,Rhabdoviridae,35,128,126482,126482,8048015,Wuhan Mosquito Virus 9,0.17852161785216178,1.59045429214533e-05,0.04881450488145049,0.008686733956132571,0.004668350691764667,4.159047225924984e-07,38.24083271359364
0,1008,gi|752455531|_glycoprotein_[Wuchang_Cockraoch_Virus_3]_000015F_2442723_2443676,000015F,Chuviridae,1,1,126482,126482,8048015,Wuchang Cockraoch Virus 3,0.000992063492063492,1.242542415738539e-07,0.000992063492063492,0.008686733956132571,0.004668350691764667,5.84702873602843e-07,0.21250834771551522
0,1082,gi|700074725|_N_protein_[Curionopolis_virus]_000022F_2860928_2861590,000022F,Rhabdoviridae,0,0,835,835,8048015,Curionopolis virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,6.276274893236867e-07,0.0
0,926,gi|765198174|_nucleoprotein_[Barur_virus]_000022F_2862618_2863088,000022F,Rhabdoviridae,0,0,835,835,8048015,Barur virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,5.371377588851514e-07,0.0
0,1068,gi|752455751|_glycoprotein_[Yongjia_Tick_Virus_2]_000041F_452212_453144,000041F,Rhabdoviridae,14,16,8358,8358,8048015,Yongjia Tick Virus 2,0.0149812734082397,1.9880678651816626e-06,0.013108614232209739,0.008686733956132571,0.004668350691764667,6.195066160792027e-07,3.2091148239286795
0,480,gi|752455743|_ORF1_[Xincheng_Mosquito_Virus]_000041F_478900_479379,000041F,,20,53,8358,8358,8048015,Xincheng anphevirus,0.11041666666666666,6.5854748034142585e-06,0.041666666666666664,0.008686733956132571,0.004668350691764667,2.784299398108776e-07,23.652179100736852
0,570,gi|752455743|_ORF1_[Xincheng_Mosquito_Virus]_000041F_479404_479973,000041F,,45,253,8358,8358,8048015,Xincheng anphevirus,0.443859649122807,3.143632311818504e-05,0.07894736842105263,0.008686733956132571,0.004668350691764667,3.3063555352541715e-07,95.07847169789748
0,1359,gi|765198443|_nucleoprotein_[Mosqueiro_virus]_000043F_1078335_1079603,000043F,Rhabdoviridae,0,0,9616,9616,8048015,Mosqueiro virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,7.883047670895472e-07,0.0
0,1284,gi|393707877|_nucleoprotein_[Obodhiang_virus]_000043F_1942497_1943741,000043F,Rhabdoviridae,0,0,9616,9616,8048015,Obodhiang virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,7.448000889940976e-07,0.0
0,1109,gi|765198471|_nucleoprotein_[Nkolbisson_virus]_000044F_1812896_1813300,000044F,Rhabdoviridae,226,1335,210966,210966,8048015,Nkolbisson virus,1.2037871956717763,0.00016587941250109498,0.2037871956717764,0.008686733956132571,0.004668350691764667,6.432891734380484e-07,257.8613465769293
0,444,gi|37695589|_NS5_protein_[Kamiti_River_virus]_000044F_1826421_1826705,000044F,Flaviviridae,90,364,210966,210966,8048015,Kamiti River virus,0.8198198198198198,4.5228543932882826e-05,0.20270270270270271,0.008686733956132571,0.004668350691764667,2.575476943250618e-07,175.61230377701605
0,849,gi|109255261|_replicase_[Citrus_leprosis_virus_C]_000044F_1830906_1831664,000044F,Virgaviridae,252,2155,210966,210966,8048015,Citrus leprosis virus C,2.5382803297997643,0.0002677678905916552,0.2968197879858657,0.008686733956132571,0.004668350691764667,4.924729560404898e-07,543.7210049959374
0,777,gi|109255261|_replicase_[Citrus_leprosis_virus_C]_000044F_1836399_1837073,000044F,Virgaviridae,312,2052,210966,210966,8048015,Citrus leprosis virus C,2.640926640926641,0.0002549697037095483,0.4015444015444015,0.008686733956132571,0.004668350691764667,4.5070846506885815e-07,565.708708556416
0,1352,gi|700074761|_glycoprotein_[Pike_fry_rhabdovirus]_000044F_1846102_1846881,000044F,Rhabdoviridae,465,6981,210966,210966,8048015,Pike fry rhabdovirus,5.163461538461538,0.0008674188604270742,0.34393491124260356,0.008686733956132571,0.004668350691764667,7.842443304673052e-07,1106.0569094713226
0,813,gi|109255261|_replicase_[Citrus_leprosis_virus_C]_000044F_1851299_1851961,000044F,Virgaviridae,323,3730,210966,210966,8048015,Citrus leprosis virus C,4.587945879458794,0.00046346832107047514,0.3972939729397294,0.008686733956132571,0.004668350691764667,4.7159071055467395e-07,982.776612638011
0,777,gi|109255261|_replicase_[Citrus_leprosis_virus_C]_000044F_1854310_1854984,000044F,Virgaviridae,284,3031,210966,210966,8048015,Citrus leprosis virus C,3.900900900900901,0.00037661460621035123,0.3655083655083655,0.008686733956132571,0.004668350691764667,4.5070846506885815e-07,835.6057970928347
0,447,gi|219552917|_replicase_[Cactus_mild_mottle_virus]_000044F_1856590_1857036,000044F,Virgaviridae,294,5352,210966,210966,8048015,Cactus mild mottle virus,11.973154362416107,0.0006650087009032662,0.6577181208053692,0.008686733956132571,0.004668350691764667,2.592878814488798e-07,2564.7504125038595
0,1308,gi|765198174|_nucleoprotein_[Barur_virus]_000044F_1857704_1858906,000044F,Rhabdoviridae,215,822,210966,210966,8048015,Barur virus,0.6284403669724771,0.00010213698657370793,0.1643730886850153,0.008686733956132571,0.004668350691764667,7.587215859846415e-07,134.6172146152376
0,980,gi|765198365|_nucleoprotein_[Marco_virus]_000044F_1876942_1877628,000044F,Rhabdoviridae,39,97,210966,210966,8048015,Marco virus,0.09897959183673469,1.205266143266383e-05,0.03979591836734694,0.008686733956132571,0.004668350691764667,5.684611271138752e-07,21.202261434930833
0,1947,gi|752455543|_glycoprotein_[Wuhan_Mosquito_Virus_8]_000049F_3561116_3562954,000049F,Chuviridae,0,0,118116,118116,8048015,Wuhan Mosquito Virus 8,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,1.1293814433578723e-06,0.0
0,965,gi|752455735|_RNA-dependent_RNA_polymerase_[Wuhan_Mosquito_Virus_9]_000073F_2658934_2658713,000073F,Rhabdoviridae,0,0,933,933,8048015,Wuhan Mosquito Virus 9,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,5.597601914947852e-07,0.0
0,1246,gi|700895636|_nucleoprotein_[Culex_tritaeniorhynchus_rhabdovirus]_000074F_2584390_2585508,000074F,Rhabdoviridae,0,0,11442,11442,8048015,Culex tritaeniorhynchus rhabdovirus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,7.227577187590698e-07,0.0
0,1437,gi|752455543|_glycoprotein_[Wuhan_Mosquito_Virus_8]_000107F_119533_118142,000107F,Chuviridae,0,0,53872,53872,8048015,Wuhan Mosquito Virus 8,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,8.335496323088149e-07,0.0
0,693,gi|752455743|_ORF1_[Xincheng_Mosquito_Virus]_000107F_178467_179159,000107F,,192,3768,53872,53872,8048015,Xincheng anphevirus,5.437229437229437,0.0004681899822502816,0.27705627705627706,0.008686733956132571,0.004668350691764667,4.0198322560195455e-07,1164.7002970066349
0,1182,gi|765198455|_nucleoprotein_[Carajas_virus]_000112F_3135257_3136048,000112F,Rhabdoviridae,0,0,803,803,8048015,Carajas virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,6.856337267842861e-07,0.0
0,1164,gi|765198365|_nucleoprotein_[Marco_virus]_000116F_837068_838129,000116F,Rhabdoviridae,0,0,1035,1035,8048015,Marco virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,6.751926040413782e-07,0.0
0,1107,gi|765198365|_nucleoprotein_[Marco_virus]_000116F_842656_843486,000116F,Rhabdoviridae,0,0,1035,1035,8048015,Marco virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,6.421290486888365e-07,0.0
0,903,gi|752455743|_ORF1_[Xincheng_Mosquito_Virus]_000116F_844888_845790,000116F,,0,0,1035,1035,8048015,Xincheng anphevirus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,5.237963242692135e-07,0.0
0,285,gi|765198180|_nucleoprotein_[Itacaiunas_virus]_000116F_3014241_3014495,000116F,Rhabdoviridae,0,0,1035,1035,8048015,Itacaiunas virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,1.6531777676270857e-07,0.0
0,615,gi|765198174|_nucleoprotein_[Barur_virus]_000116F_3014617_3015093,000116F,Rhabdoviridae,0,0,1035,1035,8048015,Barur virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,3.5673836038268693e-07,0.0
0,1143,gi|109255266|_putative_RNA_dependent_RNA_polymerase;_RdRp_[Citrus_leprosis_virus_C]_000129F_1826756_1827586,000129F,Virgaviridae,0,0,7638,7638,8048015,Citrus leprosis virus C,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,6.630112941746523e-07,0.0
0,1893,gi|752455543|_glycoprotein_[Wuhan_Mosquito_Virus_8]_000145F_313853_315688,000145F,Chuviridae,14,23,1946,1946,8048015,Wuhan Mosquito Virus 8,0.012150026413100899,2.8578475561986404e-06,0.007395668251452721,0.008686733956132571,0.004668350691764667,1.0980580751291486e-06,2.602637894049924
0,749,gi|752455503|_glycoprotein_[Lishi_Spider_Virus_1]_000150F_1172112_1172555,000150F,Chuviridae,5,8,5904,5904,8048015,Lishi Spider Virus 1,0.010680907877169559,9.940339325908313e-07,0.006675567423230975,0.008686733956132571,0.004668350691764667,4.3446671857989025e-07,2.287940341759566
0,408,gi|752455531|_glycoprotein_[Wuchang_Cockraoch_Virus_3]_000150F_1172887_1173180,000150F,Chuviridae,1,5,5904,5904,8048015,Wuchang Cockraoch Virus 3,0.012254901960784314,6.212712078692696e-07,0.0024509803921568627,0.008686733956132571,0.004668350691764667,2.3666544883924598e-07,2.6251031188387177
0,1359,gi|765198443|_nucleoprotein_[Mosqueiro_virus]_000151F_24300_25568,000151F,Rhabdoviridae,0,0,1223,1223,8048015,Mosqueiro virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,7.883047670895472e-07,0.0
0,474,gi|752455665|_RNA-dependent_RNA_polymerase_[Wuhan_Fly_Virus_2]_000161F_92912_93232,000161F,Rhabdoviridae,0,0,4239,4239,8048015,Wuhan Fly Virus 2,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,2.749495655632416e-07,0.0
0,996,gi|302317585|_RNA-directed_RNA_polymerase_partial_[Circulifer_tenellus_virus_1]_000171F_1226200_1225247,000171F,,0,0,3719,3719,8048015,Circulifer tenellus virus 1,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,5.777421251075711e-07,0.0
0,534,gi|752455531|_glycoprotein_[Wuchang_Cockraoch_Virus_3]_000194F_55296_55799,000194F,Chuviridae,0,0,2156,2156,8048015,Wuchang Cockraoch Virus 3,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,3.0975330803960134e-07,0.0
0,1320,gi|752455531|_glycoprotein_[Wuchang_Cockraoch_Virus_3]_000194F_55832_57142,000194F,Chuviridae,0,0,2156,2156,8048015,Wuchang Cockraoch Virus 3,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,7.656823344799134e-07,0.0
0,934,gi|471236998|_large_polymerase_protein_[Isfahan_virus]_000206F_2320499_2320431,000206F,Rhabdoviridae,0,0,3244,3244,8048015,Isfahan virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,5.417782578819994e-07,0.0
0,1440,gi|700074783|_nucleoprotein_N_[Berrimah_virus]_000206F_2325151_2324123,000206F,Rhabdoviridae,2,4,3244,3244,8048015,Berrimah virus,0.002777777777777778,4.970169662954156e-07,0.001388888888888889,0.008686733956132571,0.004668350691764667,8.352898194326329e-07,0.5950233736034426
0,1050,gi|765198166|_nucleoprotein_[Garba_virus]_000206F_2327334_2326300,000206F,Rhabdoviridae,0,0,3244,3244,8048015,Garba virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,6.090654933362947e-07,0.0
0,681,gi|752455949|_nucleopasid_protein_[Wutai_Mosquito_Virus]_000212F_397476_396796,000212F,Bunyaviridae,155,11885,96556,96556,8048015,Wutai Mosquito Virus,17.452276064610867,0.001476761661105254,0.2276064610866373,0.008686733956132571,0.004668350691764667,3.950224771066826e-07,3738.424385168414
0,3017,gi|229904920|_polyprotein_precursor_[Quang_Binh_virus]_000212F_465457_464771,000212F,Flaviviridae,382,3673,96556,96556,8048015,Quang Binh virus,1.2174345376201525,0.00045638582930076544,0.12661584355319855,0.008686733956132571,0.004668350691764667,1.750048184186287e-06,260.7847220577926
0,1593,gi|700075151|_glycoprotein_[Grass_carp_rhabdovirus_V76]_000212F_470088_468706,000212F,Rhabdoviridae,107,441,96556,96556,8048015,Grass carp rhabdovirus V76,0.2768361581920904,5.4796120534069584e-05,0.06716886377903326,0.008686733956132571,0.004668350691764667,9.240393627473501e-07,59.30063452183463
0,693,gi|752455733|_ORF3_[Wuhan_Mosquito_Virus_9]_000212F_528899_528207,000212F,Rhabdoviridae,94,516,96556,96556,8048015,Wuhan Mosquito Virus 9,0.7445887445887446,6.411518865210863e-05,0.13564213564213565,0.008686733956132571,0.004668350691764667,4.0198322560195455e-07,159.49717443084492
0,1283,gi|752455510|_polymerase_[Shayang_Fly_Virus_1]_000216F_21511_22359,000216F,Chuviridae,0,0,3014,3014,8048015,Shayang Fly Virus 1,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,7.442200266194916e-07,0.0
0,141,gi|752455510|_polymerase_[Shayang_Fly_Virus_1]_000216F_22568_22708,000216F,Chuviridae,0,0,3014,3014,8048015,Shayang Fly Virus 1,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,8.17887948194453e-08,0.0
0,212,gi|752455619|_RNA-dependent_RNA_polymerase_[Shayang_Fly_Virus_2]_000234F_1994203_1994289,000234F,Rhabdoviridae,0,0,3203,3203,8048015,Shayang Fly Virus 2,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,1.2297322341647095e-07,0.0
0,824,gi|765198443|_nucleoprotein_[Mosqueiro_virus]_000234F_2001386_2001240,000234F,Rhabdoviridae,0,0,3203,3203,8048015,Mosqueiro virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,4.779713966753399e-07,0.0
0,372,gi|765198443|_nucleoprotein_[Mosqueiro_virus]_000234F_2001813_2001496,000234F,Rhabdoviridae,0,0,3203,3203,8048015,Mosqueiro virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,2.1578320335343015e-07,0.0
0,996,gi|752455674|_RNA-dependent_RNA_polymerase_[Wuhan_House_Fly_Virus_1]_000234F_2006745_2006900,000234F,Rhabdoviridae,0,0,3203,3203,8048015,Wuhan House Fly Virus 1,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,5.777421251075711e-07,0.0
0,1233,gi|752455543|_glycoprotein_[Wuhan_Mosquito_Virus_8]_000243F_998316_999497,000243F,Chuviridae,3,7,80075,80075,8048015,Wuhan Mosquito Virus 8,0.0056772100567721,8.697796910169774e-07,0.0024330900243309003,0.008686733956132571,0.004668350691764667,7.152169078891919e-07,1.216106165028934
0,864,gi|752455531|_glycoprotein_[Wuchang_Cockraoch_Virus_3]_000243F_1000503_1001303,000243F,Chuviridae,17,115,80075,80075,8048015,Wuchang Cockraoch Virus 3,0.13310185185185186,1.4289237780993202e-05,0.019675925925925927,0.008686733956132571,0.004668350691764667,5.011738916595797e-07,28.51153665183163
0,819,gi|765198365|_nucleoprotein_[Marco_virus]_000255F_2132787_2132143,000255F,Rhabdoviridae,4,14,2082,2082,8048015,Marco virus,0.017094017094017096,1.7395593820339549e-06,0.004884004884004884,0.008686733956132571,0.004668350691764667,4.750710848023099e-07,3.661682299098109
0,465,gi|752455543|_glycoprotein_[Wuhan_Mosquito_Virus_8]_000278F_1808980_1809426,000278F,Chuviridae,0,0,8440,8440,8048015,Wuhan Mosquito Virus 8,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,2.697290041917877e-07,0.0
0,87,gi|752455531|_glycoprotein_[Wuchang_Cockraoch_Virus_3]_000278F_1812205_1812291,000278F,Chuviridae,0,0,8440,8440,8048015,Wuchang Cockraoch Virus 3,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,5.0465426590721564e-08,0.0
0,171,gi|752455531|_glycoprotein_[Wuchang_Cockraoch_Virus_3]_000278F_1812294_1812464,000278F,Chuviridae,2,2,8440,8440,8048015,Wuchang Cockraoch Virus 3,0.011695906432748537,2.485084831477078e-07,0.011695906432748537,0.008686733956132571,0.004668350691764667,9.919066605762514e-08,2.5053615730671273
0,412,gi|752455531|_glycoprotein_[Wuchang_Cockraoch_Virus_3]_000295F_1868761_1869135,000295F,Chuviridae,4,4,5114,5114,8048015,Wuchang Cockraoch Virus 3,0.009708737864077669,4.970169662954156e-07,0.009708737864077669,0.008686733956132571,0.004668350691764667,2.3898569833766996e-07,2.079693344633392
0,1346,gi|752455543|_glycoprotein_[Wuhan_Mosquito_Virus_8]_000295F_1869376_1870500,000295F,Chuviridae,1,1,5114,5114,8048015,Wuhan Mosquito Virus 8,0.0007429420505200594,1.242542415738539e-07,0.0007429420505200594,0.008686733956132571,0.004668350691764667,7.807639562196693e-07,0.15914443870522982
0,1974,gi|752455531|_glycoprotein_[Wuchang_Cockraoch_Virus_3]_000312F_1289219_1291075,000312F,Chuviridae,21,30,5408,5408,8048015,Wuchang Cockraoch Virus 3,0.015197568389057751,3.7276272472156177e-06,0.010638297872340425,0.008686733956132571,0.004668350691764667,1.145043127472234e-06,3.255447028833425
0,843,gi|765198174|_nucleoprotein_[Barur_virus]_000322F_863904_863296,000322F,Rhabdoviridae,0,0,1285,1285,8048015,Barur virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,4.889925817928538e-07,0.0
0,282,gi|765198534|_nucleoprotein_[Ord_River_virus]_000322F_864095_863934,000322F,Rhabdoviridae,0,0,1285,1285,8048015,Ord River virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,1.635775896388906e-07,0.0
0,1218,gi|731188609|_hypothetical_protein_[Dendrolimus_punctatus_cypovirus_22]_000353F_516641_517822,000353F,Reoviridae,3,3,3605,3605,8048015,Dendrolimus punctatus cypovirus 22,0.0024630541871921183,3.727627247215618e-07,0.0024630541871921183,0.008686733956132571,0.004668350691764667,7.065159722701019e-07,0.5276069322592103
0,324,gi|752455543|_glycoprotein_[Wuhan_Mosquito_Virus_8]_000408F_496881_496564,000408F,Chuviridae,0,0,22693,22693,8048015,Wuhan Mosquito Virus 8,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,1.879402093723424e-07,0.0
0,1068,gi|765198308|_nucleoprotein_[Oita_virus]_000408F_804726_803785,000408F,Rhabdoviridae,0,0,22693,22693,8048015,Oita virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,6.195066160792027e-07,0.0
0,1892,gi|752455543|_glycoprotein_[Wuhan_Mosquito_Virus_8]_000413F_840155_841213,000413F,Chuviridae,12,29,2731,2731,8048015,Wuhan Mosquito Virus 8,0.0153276955602537,3.6033730056417637e-06,0.006342494714587738,0.008686733956132571,0.004668350691764667,1.0974780127545426e-06,3.2833213638583203
0,486,gi|752455949|_nucleopasid_protein_[Wutai_Mosquito_Virus]_000434F_738796_739281,000434F,Bunyaviridae,40,84,12014,12014,8048015,Wutai Mosquito Virus,0.1728395061728395,1.043735629220373e-05,0.0823045267489712,0.008686733956132571,0.004668350691764667,2.819103140585136e-07,37.02367657976976
0,1410,gi|765198371|_glycoprotein_[Le_Dantec_virus]_000438F_468284_469423,000438F,Rhabdoviridae,305,1517,637740,637740,8048015,Le Dantec virus,1.075886524822695,0.00018849368446753641,0.21631205673758866,0.008686733956132571,0.004668350691764667,8.17887948194453e-07,230.4639466612143
0,955,gi|765198371|_glycoprotein_[Le_Dantec_virus]_000438F_484170_484727,000438F,Rhabdoviridae,170,510,637740,637740,8048015,Le Dantec virus,0.5340314136125655,6.33696632026655e-05,0.17801047120418848,0.008686733956132571,0.004668350691764667,5.539595677487252e-07,114.3940224016671
0,1398,gi|765198371|_glycoprotein_[Le_Dantec_virus]_000438F_493178_494317,000438F,Rhabdoviridae,244,929,637740,637740,8048015,Le Dantec virus,0.6645207439198856,0.00011543219042211029,0.17453505007153075,0.008686733956132571,0.004668350691764667,8.10927199699181e-07,142.34593495560472
0,1314,gi|752455745|_glycoprotein_[Xincheng_Mosquito_Virus]_000438F_499253_500551,000438F,,150,394,637740,637740,8048015,Xincheng anphevirus,0.2998477929984779,4.895617118009845e-05,0.1141552511415525,0.008686733956132571,0.004668350691764667,7.622019602322775e-07,64.22992032870039
0,549,gi|33620714|_polyprotein_precursor_[Kamiti_River_virus]_000438F_510000_510548,000438F,Flaviviridae,108,332,637740,637740,8048015,Kamiti River virus,0.604735883424408,4.1252408202519506e-05,0.19672131147540983,0.008686733956132571,0.004668350691764667,3.184542436586913e-07,129.53951477792984
0,898,gi|33620714|_polyprotein_precursor_[Kamiti_River_virus]_000438F_511335_512036,000438F,Flaviviridae,186,922,637740,637740,8048015,Kamiti River virus,1.0267260579064588,0.00011456241073109332,0.2071269487750557,0.008686733956132571,0.004668350691764667,5.208960123961836e-07,219.93336098714332
0,1139,gi|9627243|_cell_fusing_agent_polyprotein_[Cell_fusing_agent_virus]_000438F_512895_513239,000438F,Flaviviridae,150,373,637740,637740,8048015,Cell fusing agent virus,0.32748024582967517,4.634683210704751e-05,0.13169446883230904,0.008686733956132571,0.004668350691764667,6.606910446762283e-07,70.1490242383409
0,2702,gi|353332644|_polymerase_[Blueberry_necrotic_ring_blotch_virus]_000438F_524441_525061,000438F,Virgaviridae,251,532,637740,637740,8048015,Blueberry necrotic ring blotch virus,0.19689119170984457,6.610325651729029e-05,0.0928941524796447,0.008686733956132571,0.004668350691764667,1.5673285361853985e-06,42.175750004637806
0,1302,gi|765198371|_glycoprotein_[Le_Dantec_virus]_000438F_525858_526898,000438F,Rhabdoviridae,126,256,637740,637740,8048015,Le Dantec virus,0.1966205837173579,3.18090858429066e-05,0.0967741935483871,0.008686733956132571,0.004668350691764667,7.552412117370056e-07,42.117783495616955
0,1338,gi|700075151|_glycoprotein_[Grass_carp_rhabdovirus_V76]_000438F_1115955_1114756,000438F,Rhabdoviridae,338,42758,637740,637740,8048015,Grass carp rhabdovirus V76,31.956651718983558,0.005312862861214846,0.2526158445440957,0.008686733956132571,0.004668350691764667,7.761234572228214e-07,6845.383697363946
0,756,gi|752455751|_glycoprotein_[Yongjia_Tick_Virus_2]_000438F_1130055_1129357,000438F,Rhabdoviridae,249,12536,637740,637740,8048015,Yongjia Tick Virus 2,16.582010582010582,0.0015576511723698328,0.32936507936507936,0.008686733956132571,0.004668350691764667,4.3852715520213224e-07,3552.006195948932
0,1967,gi|752455543|_glycoprotein_[Wuhan_Mosquito_Virus_8]_000441F_46434_46955,000441F,Chuviridae,24,38,3593,3593,8048015,Wuhan Mosquito Virus 8,0.019318759532282664,4.721661179806449e-06,0.012201321809862735,0.008686733956132571,0.004668350691764667,1.1409826908499921e-06,4.138240849463699
0,756,gi|752455658|_RNA-dependent_RNA_polymerase_[Wuhan_Ant_Virus]_000447F_381898_382626,000447F,Rhabdoviridae,0,0,418,418,8048015,Wuhan Ant Virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,4.3852715520213224e-07,0.0
0,999,gi|752455658|_RNA-dependent_RNA_polymerase_[Wuhan_Ant_Virus]_000447F_383250_384209,000447F,Rhabdoviridae,0,0,418,418,8048015,Wuhan Ant Virus,0.0,0.0,0.0,0.008686733956132571,0.004668350691764667,5.79482312231389e-07,0.0
